user_id,item_id,rating
86,236,1
86,449,1
86,284,0
86,429,0
87,79,1
87,423,0
87,94,0
87,4,1
87,189,0
87,336,0
87,164,0
87,468,1
87,11,0
87,398,1
87,499,1
88,25,1
88,303,0
88,205,1
88,167,0
88,96,1
88,141,0
88,228,1
88,184,0
88,252,0
88,62,1
88,459,0
88,83,0
89,7,1
89,112,0
89,303,1
89,302,0
89,305,1
89,176,1
89,162,1
89,173,0
89,121,0
89,224,0
90,234,0
90,318,1
90,129,0
90,284,0
90,152,0
90,438,0
90,377,0
91,159,0
91,224,0
91,314,0
91,401,1
91,27,0
91,347,0
91,463,0
91,192,0
91,3,0
91,467,1
91,247,1
91,171,1
91,444,0
91,187,0
92,228,1
92,391,0
92,382,0
92,29,1
92,53,1
92,49,1
92,211,1
92,128,0
93,228,1
93,57,1
93,7,1
93,499,0
93,311,0
93,19,1
93,2,0
93,464,1
93,487,1
93,325,0
93,35,0
93,483,0
94,41,1
94,34,1
94,95,0
94,160,0
94,205,1
94,235,0
94,458,0
94,67,0
94,2,0
94,359,1
94,217,1
94,48,0
94,6,0
94,312,0
95,67,1
95,337,0
95,373,0
95,201,0
95,127,0
95,333,0
96,171,0
96,237,1
96,18,1
96,307,0
96,425,1
96,11,0
96,355,1
97,365,1
97,86,0
97,49,0
97,486,0
97,451,1
97,392,1
97,1,0
97,257,0
97,228,1
97,335,0
97,359,0
97,86,0
97,188,0
98,381,0
98,451,1
98,365,1
98,412,1
98,51,1
98,493,0
98,285,1
98,16,1
98,161,1
98,243,0
98,105,1
98,260,0
98,255,1
98,12,0
98,440,1
99,439,1
99,457,1
99,422,0
99,115,0
99,336,1
99,58,1
99,253,0
99,463,0
100,375,0
100,209,0
100,332,0
100,383,0
100,125,1
100,149,0
100,31,0
100,308,0
100,425,1
100,419,0
